Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:3K00Ib1shkOEiAXU5pec6e,"Back To You","Back To You","Lost Frequencies,Elley Duhé,X Ambassadors",2022-12-09,157252,70,false,teage03,2023-05-18T06:38:16Z,"tropical house","Epic Amsterdam",0.67,0.54,0,-7.643,1,0.0301,0.202,0,0.13,0.401,115.964,4
spotify:track:1w676OysqtXhDxIhIXHPA1,"Baby Don't Hurt Me","Baby Don't Hurt Me","Crystal Rock,Pule,Stephanie Schulte",2023-05-19,133154,44,false,teage03,2023-06-11T10:42:04Z,"slap house","My.Cover.Music",0.685,0.885,7,-3.405,1,0.201,0.0785,0,0.141,0.459,130.101,4
spotify:track:1nahzW3kfMuwReTka28tH5,"Hold On","Justice","Justin Bieber",2021-03-19,170813,74,false,teage03,2021-05-03T19:51:14Z,"","RBMG/Def Jam",0.658,0.634,1,-6.068,0,0.0431,0.0104,0,0.12,0.302,140.002,4
spotify:track:1PckUlxKqWQs3RlWXVBLw3,"About Damn Time","About Damn Time","Lizzo",2022-04-14,191822,15,true,teage03,2022-04-15T17:05:59Z,"","Nice Life/Atlantic",0.836,0.743,10,-6.305,0,0.0656,0.0995,0,0.335,0.722,108.966,4
spotify:track:3Dv1eDb0MEgF93GpLXlucZ,"Say So","Hot Pink","Doja Cat",2019-11-07,237893,79,true,teage03,2021-01-03T17:14:41Z,"","Kemosabe Records/RCA Records",0.787,0.673,11,-4.583,0,0.159,0.264,0.00000335,0.0904,0.779,110.962,4
spotify:track:0xfMlIW8lS40qvpsUw1l0X,"Never Going Home","Never Going Home","Kungs",2021-05-21,169944,70,false,teage03,2021-08-04T07:23:09Z,"","Universal Music Division Island Def Jam",0.836,0.846,0,-4.673,1,0.0392,0.0907,0.047,0.057,0.942,122.042,4
spotify:track:5JVA0t7r2Y7m9NaHmgaeiC,"Remedy","Remedy","Leony",2022-01-14,147410,58,false,teage03,2022-03-12T13:11:11Z,"","Kontor Records",0.55,0.75,0,-3.289,1,0.146,0.0561,0,0.129,0.381,172.124,4
spotify:track:1L6xe7dRwlEGCK3rfZwupA,"Fever (feat. Angèle)","Fever (feat. Angèle)","Dua Lipa,Angèle",2020-10-30,156910,32,false,teage03,2022-06-07T19:36:19Z,"pop,french pop,variété française,chanson,french indie pop","Urban",0.852,0.698,6,-7.172,0,0.27,0.0796,0.0103,0.105,0.413,115.043,4
spotify:track:1JyRjcUxnDd0TaR5Sd0V3c,"Lambada","Lambada","Hr. Troels,Manos",2020-01-31,186666,55,false,teage03,2021-01-03T17:14:41Z,"","My.Cover.Music",0.689,0.795,2,-4.633,0,0.0627,0.15,0.00000317,0.123,0.513,126.082,4
spotify:track:4Cqu9222BH4B7S5W4ARLz3,"Don't Start Now","Future Nostalgia","Dua Lipa",2020-03-27,183290,0,false,teage03,2021-01-03T17:14:41Z,"pop","Urban",0.795,0.766,11,-5.577,0,0.0987,0.0133,0,0.0956,0.642,123.92,4
spotify:track:3Ig2KRowqQYUimghHFP24W,"Tanzen","Aber Ohne Dich","Clueso",2020-10-30,167720,20,false,teage03,2022-04-24T17:02:41Z,"german pop","Epic Local",0.891,0.508,9,-5.514,0,0.0813,0.315,0,0.0868,0.811,99.018,4
spotify:track:6tYntAKBr89frpndcFasf3,"Star Walkin'","Star Walkin'","KALUMA,Marc Kiss,Bloodlyne",2023-04-07,200512,28,true,teage03,2023-06-11T10:42:04Z,"","My.Cover.Music",0.741,0.785,2,-5.27,0,0.0457,0.212,0,0.196,0.309,128.063,4
spotify:track:1Y3LN4zO1Edc2EluIoSPJN,"Until I Found You (with Em Beihold) - Em Beihold Version","Until I Found You (Em Beihold Version)","Stephen Sanchez,Em Beihold",2022-04-22,176440,82,false,teage03,2023-05-18T06:38:16Z,"","Republic Records",0.551,0.55,10,-5.339,1,0.0286,0.777,0,0.202,0.342,101.19,3
spotify:track:0NZPBYD5qbEWRs3PrGiRkT,"Unholy (feat. Kim Petras)","Gloria","Sam Smith,Kim Petras",2023-01-27,156943,77,false,teage03,2023-02-05T07:05:28Z,"soft pop","Capitol Records UK / EMI",0.719,0.454,2,-7.384,1,0.0707,0.0138,0.00000483,0.318,0.224,131.007,4
spotify:track:6tAKikIvnoWfUeZrfkopLL,"Friesenjung","Friesenjung","Ski Aggu,Joost,Otto Waalkes",2023-05-25,146086,69,true,teage03,2023-06-21T06:04:06Z,"german indie,german hip hop,gabber,europop","jungeratze & Albino Sports",0.777,0.979,11,-4.523,0,0.126,0.0172,0.000163,0.195,0.896,160.999,4
spotify:track:6h6HgJ66laDl6bY8W59Jdn,"Ghost Town","Ghost Town","VIZE,Joris Sava,July",2023-04-07,162857,61,false,teage03,2023-05-18T06:38:16Z,"slap house,hypertechno","Crash Your Sound",0.696,0.525,0,-6.151,0,0.0361,0.0347,0.00000951,0.121,0.512,140.024,4
spotify:track:4DHcnVTT87F0zZhRPYmZ3B,"Flowers","Endless Summer Vacation","Miley Cyrus",2023-03-10,200600,10,false,teage03,2023-05-18T06:38:16Z,"","Columbia",0.706,0.691,0,-4.775,1,0.0633,0.0584,0.0000699,0.0232,0.632,118.048,4
spotify:track:1xs8bOvm3IzEYmcLJVOc34,"Rush","19 & Dangerous (Deluxe)","Ayra Starr",2022-10-21,185093,76,false,teage03,2023-05-18T06:38:16Z,"afrobeats,afrobeat,afropop,afro r&b,afropiano,afro soul","Mavin Records",0.792,0.503,1,-8.044,1,0.0626,0.0369,0.00057,0.0959,0.381,99.97,4
spotify:track:5w40ZYhbBMAlHYNDaVJIUu,"Chemical","Chemical","Post Malone",2023-04-14,184013,78,true,teage03,2023-05-18T06:38:16Z,"","Mercury Records/Republic Records",0.49,0.88,2,-4.856,1,0.0435,0.00154,0,0.103,0.392,169.949,4
spotify:track:4nrPB8O7Y7wsOCJdgXkthe,"Shakira: Bzrp Music Sessions Vol. 53","Shakira: Bzrp Music Sessions Vol. 53","Bizarrap,Shakira",2023-01-11,214945,80,false,teage03,2023-02-05T07:05:28Z,"argentine trap,trap latino,urbano latino,latin pop","DALE PLAY Records",0.842,0.745,2,-4.231,0,0.0399,0.281,0.0000261,0.118,0.53,122.06,4
spotify:track:4N5s8lPTsjI9EGP7K4SXzB,"Green Green Grass","Gold Rush Kid","George Ezra",2022-06-10,167613,76,false,teage03,2023-02-05T07:05:28Z,"","Columbia",0.685,0.738,8,-4.413,1,0.0595,0.0695,0,0.128,0.8,112.972,4
spotify:track:54eE5H6F1HhyM5L4fRLq8s,"Gold","Gold","Loi",2022-09-16,170370,60,false,teage03,2023-02-05T07:05:28Z,"","VOLKSMUSIC/WM Germany",0.613,0.935,1,-2.653,0,0.0404,0.0255,0,0.184,0.859,77.498,4
spotify:track:5FHPvs8RxWBQXP2Rq9I2B2,"You Only Love Me","You Only Love Me","Rita Ora",2023-01-27,148920,2,false,teage03,2023-02-05T07:05:28Z,"","BMG Rights Management (UK) Ltd",0.664,0.741,7,-5.355,1,0.0515,0.249,0,0.32,0.381,110.044,4
spotify:track:6hw1Sy9wZ8UCxYGdpKrU6M,"Roller","Platte","Apache 207",2019-10-25,157093,71,true,teage03,2021-01-03T17:14:41Z,"german hip hop","Four Music Local",0.941,0.758,10,-6.47,0,0.17,0.0256,0.00258,0.193,0.683,128.017,4
spotify:track:4h9wh7iOZ0GGn8QVp4RAOB,"I Ain't Worried","I Ain’t Worried (Music From The Motion Picture Top Gun: Maverick)","OneRepublic",2022-05-13,148485,86,false,teage03,2022-08-08T18:51:42Z,"soft pop","Interscope Records",0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,4
spotify:track:4h4QlmocP3IuwYEj2j14p8,"Sunroof","Sunroof","Nicky Youre,hey daisy",2021-12-03,163025,14,false,teage03,2022-08-08T18:51:42Z,"","Columbia",0.768,0.714,10,-5.11,1,0.0401,0.352,0,0.15,0.842,131.443,4
spotify:track:2N8m6CYs74qQO4mjVcXO30,"Dance Monkey","Welcome To The Madhouse (Deluxe)","Tones And I",2021-07-16,209438,77,false,teage03,2022-06-25T06:26:56Z,"","Elektra (NEK)",0.824,0.587,6,-6.401,0,0.0937,0.69,0.000105,0.149,0.514,98.029,4
spotify:track:3rnX7vNf0buvGDtjxICEjs,"My Love is Your Love","My Love is Your Love","Crystal Rock,Chris Armada,Pule",2022-03-04,219117,33,false,teage03,2022-06-07T17:41:26Z,"slap house","My.Cover.Music",0.672,0.727,7,-5.908,1,0.165,0.00287,0.0000875,0.107,0.247,102.016,4
spotify:track:2FQRZLR31e3423Nmrgv0Pv,"DER LETZTE SONG (ALLES WIRD GUT) (feat. Fred Rabe)","DER LETZTE SONG (ALLES WIRD GUT) (feat. Fred Rabe)","KUMMER,Fred Rabe",2021-11-12,171722,64,false,teage03,2021-12-29T20:18:03Z,"german indie,german hip hop,german pop","Eklat Tonträger",0.643,0.836,7,-6.724,1,0.21,0.117,0,0.0791,0.628,147.927,4
spotify:track:7N1bEUVuQo8HHuikDgJ10c,"Maybe My Soulmate Died","Maybe My Soulmate Died","iamnotshane",2022-06-15,114375,1,false,teage03,2022-07-31T06:06:16Z,"","Snafu Records",0.614,0.489,0,-9.997,1,0.241,0.076,0.00152,0.123,0.504,96.039,4
spotify:track:6Tio0ZoDeSQnI7EBAqWer2,"Cover Me In Sunshine","Cover Me In Sunshine","P!nk,Willow Sage Hart",2021-02-12,141050,74,false,teage03,2021-05-03T19:43:48Z,"","RCA Records Label",0.476,0.594,5,-6.879,1,0.135,0.0599,0,0.0785,0.314,159.702,4
spotify:track:1SOClUWhOi8vHZYMz3GluK,"Infinity","Feel Something","Jaymes Young",2017-06-23,237720,82,false,teage03,2022-03-18T19:35:20Z,"","Atlantic Records",0.671,0.673,11,-6.941,0,0.0444,0.148,0.0000529,0.304,0.494,121.963,4
spotify:track:5Qcs4qant5WCbnyiaQDzuj,"Friday I'm in Love","Friday I'm in Love","Crystal Rock,ROBIN WHITE,ThomTree",2021-12-17,173000,30,false,teage03,2022-04-15T17:08:02Z,"slap house,hypertechno","My.Cover.Music",0.643,0.874,5,-3.354,1,0.0394,0.0188,0.00101,0.175,0.285,137.997,4
spotify:track:2Xm2RelFApofNNnPkrTjWC,"Warum eigentlich nicht wir - Crystal Rock & Felix Schorn Mix","Warum eigentlich nicht wir (Crystal Rock & Felix Schorn Mix)","Robert Redweik,Felix Schorn,Crystal Rock",2021-05-14,166451,19,false,teage03,2022-04-15T17:08:02Z,"german pop,slap house","My.Charts.Music",0.721,0.832,0,-5.303,1,0.298,0.0891,0,0.322,0.502,124.044,4
spotify:track:0v1x6rN6JHRapa03JElljE,"Dynamite","Dynamite","BTS",2020-08-21,199053,3,false,teage03,2021-01-03T17:14:41Z,"k-pop","2020 BigHit Entertainment",0.746,0.765,6,-4.41,0,0.0993,0.0112,0,0.0936,0.737,114.044,4
spotify:track:0e8nrvls4Qqv5Rfa2UhqmO,"THATS WHAT I WANT","MONTERO","Lil Nas X",2021-09-17,143901,78,true,teage03,2021-09-19T12:54:21Z,"","Columbia",0.737,0.846,1,-4.51,0,0.22,0.00614,0,0.0486,0.546,87.981,4
spotify:track:0DAQryfUiFZdWFo76RYBc8,"Madonna","Madonna","Bausa,Apache 207",2021-02-19,195734,58,false,teage03,2021-02-22T21:01:33Z,"german hip hop","WM Germany",0.806,0.565,11,-8.96,0,0.113,0.47,0,0.0824,0.311,116.963,4
spotify:track:1hJIbOjWpid6LtnozHmzRS,"Diamonds","Love Goes","Sam Smith",2020-10-30,213869,69,false,teage03,2021-01-03T17:14:41Z,"soft pop","PLG - Capitol",0.637,0.666,10,-6.773,0,0.0494,0.161,0,0.108,0.529,104.02,4
spotify:track:6f5ExP43esnvdKPddwKXJH,"Better Days (NEIKED x Mae Muller x Polo G)","Better Days (NEIKED x Mae Muller x Polo G)","NEIKED,Mae Muller,Polo G",2021-09-24,160656,75,false,teage03,2021-12-29T20:18:03Z,"","Capitol Records UK / EMI",0.717,0.671,0,-5.077,0,0.0337,0.0018,0.00000254,0.0921,0.699,110.054,4
spotify:track:62aP9fBQKYKxi7PDXwcUAS,"ily (i love you baby) (feat. Emilee)","ily (i love you baby) (feat. Emilee)","Surf Mesa,Emilee",2019-11-26,176546,79,false,teage03,2021-01-03T17:14:41Z,"","Astralwerks",0.674,0.774,11,-7.567,0,0.0892,0.0686,0.00188,0.393,0.33,112.05,4
spotify:track:4QgChiyKY0lJnL3YylZC8Y,"Jerusalema (feat. Burna Boy & Nomcebo Zikode) - Remix / Radio Edit","Jerusalema (feat. Burna Boy & Nomcebo Zikode) [Remix]","Master KG,Nomcebo Zikode,Burna Boy",2020-07-09,234193,41,false,teage03,2021-01-03T17:14:41Z,"amapiano,gqom,afrobeats,afrobeat,afropop,afroswing,dancehall,afropiano","Elektra France",0.817,0.511,1,-7.476,1,0.0448,0.0348,0.000055,0.086,0.761,124.014,4
spotify:track:4bnutybG1itDcpyoQo2Uoc,"Habit","Habit","Laurell",2021-04-09,180640,58,false,teage03,2021-08-04T07:23:09Z,"","FFMM GmbH",0.706,0.753,11,-4.988,1,0.0339,0.0143,0.000143,0.0919,0.855,98.028,4
spotify:track:4cG7HUWYHBV6R6tHn1gxrl,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit","Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit]","Riton,Nightcrawlers,Mufasa & Hypeman,Mufasa,Dopamine",2021-01-15,169153,81,false,teage03,2021-05-03T19:42:16Z,"house","Ministry of Sound Recordings",0.824,0.862,2,-3.424,1,0.126,0.0076,0.000132,0.303,0.801,122.98,4
spotify:track:0EhpEsp4L0oRGM0vmeaN5e,"UN DIA (ONE DAY) (Feat. Tainy)","UN DIA (ONE DAY) (Feat. Tainy)","J Balvin,Dua Lipa,Bad Bunny,Tainy",2020-07-24,232253,73,false,teage03,2021-01-03T17:14:41Z,"reggaeton,latin,pop,trap latino,urbano latino","Universal Music Latino/ NEON16",0.571,0.693,6,-8.234,0,0.0545,0.00536,0,0.173,0.393,168.169,4
spotify:track:1InCpEliLCkWHOBdXW7XSx,"Kings & Queens","Heaven & Hell","Ava Max",2020-09-18,162398,3,false,teage03,2021-01-03T17:14:41Z,"","Atlantic Records",0.637,0.69,1,-4.057,0,0.0405,0.00786,0,0.124,0.457,129.857,4
spotify:track:51Of5p3lKZeOg6itfs4og4,"Lovefool","Lovefool","twocolors",2020-05-08,190487,73,false,teage03,2021-01-03T17:14:41Z,"","Virgin",0.677,0.766,6,-6.896,1,0.0568,0.0219,0.00000681,0.129,0.198,123.062,4
spotify:track:5iUveERei5JgBhqWlu3JIN,"Mars","Mars","Georg Stengel",2020-06-12,209843,50,false,teage03,2021-01-03T17:14:41Z,"german pop,schlager,schlagerparty","WE LOVE MUSIC",0.766,0.662,4,-6.074,1,0.19,0.0563,0,0.321,0.669,127.027,4
spotify:track:5YaskwnGDZFDRipaqzbwQx,"Your Love (9PM)","Your Love (9PM)","ATB,Topic,A7S",2021-01-15,150052,78,false,teage03,2021-02-22T20:56:55Z,"trance","Virgin",0.669,0.784,7,-5.603,1,0.112,0.194,0.00000628,0.115,0.517,125.993,4
spotify:track:1Tqshmc0rnQPaIGJfRp2Da,"Alien","Alien","Dennis Lloyd",2020-06-12,138638,57,false,teage03,2021-01-03T17:14:41Z,"","Arista Records",0.71,0.768,0,-4.772,1,0.0457,0.00813,0.0000366,0.0791,0.419,118.085,4
spotify:track:3iw6V4LH7yPj1ESORX9RIN,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Wellerman (Sea Shanty / 220 KID x Billen Ted Remix)","Nathan Evans,220 KID",2021-01-21,116750,70,false,teage03,2021-02-22T20:56:16Z,"sea shanties","Polydor Records",0.722,0.893,0,-3.255,0,0.0475,0.0441,0.000937,0.0673,0.439,119.932,4
spotify:track:7C1trmcQQ5n5RNy4l6ziCv,"Some Say - Felix Jaehn Remix","Some Say (Felix Jaehn Remix)","Nea,Felix Jaehn",2020-01-10,186878,70,false,teage03,2021-01-03T17:14:41Z,"tropical house","Milkshake",0.682,0.7,6,-5.591,1,0.0397,0.406,0,0.174,0.637,120.03,4
spotify:track:464F2a58LTaitVUFKvEm1J,"Dirty Dancing","Dirty Dancing","Glockenbach,ÁSDÍS",2022-06-10,160842,59,false,teage03,2022-08-08T19:04:57Z,"","WEFOR",0.72,0.83,11,-5.065,0,0.0954,0.0957,0,0.122,0.342,124.042,4
spotify:track:7HXBG0W8gFJwHUh5mVF9tf,"Rise","Rise","Lost Frequencies",2021-03-19,193018,64,false,teage03,2022-08-08T19:22:43Z,"tropical house","Epic Amsterdam",0.689,0.612,6,-6.014,1,0.0387,0.228,0.00000777,0.368,0.461,122.076,4
spotify:track:3k0DJq2HdWJqnqor8NX0ac,"Padam Padam","Padam Padam","Kylie Minogue",2023-05-18,166266,8,false,teage03,2023-06-11T10:55:04Z,"dance pop","BMG Rights Management (UK) Ltd",0.746,0.622,5,-7.923,1,0.241,0.201,0.00113,0.104,0.719,128.101,4
spotify:track:7AyE8MRf4dIK75mqqpks9S,"Mangos mit Chili","Glas","Nina Chuba",2023-02-24,134887,70,false,teage03,2024-03-24T20:19:36Z,"german indie,german pop,german hip hop","Jive",0.888,0.607,10,-5.632,0,0.165,0.147,0,0.111,0.728,103.136,4
spotify:track:2toCf2FDbTIdWriPI6kcsY,"Ich hass dich","Glas","Nina Chuba,Chapo102",2023-02-24,192835,72,true,teage03,2023-06-11T10:58:03Z,"german indie,german pop,german hip hop","Jive",0.82,0.679,8,-5.333,1,0.0875,0.482,0,0.105,0.516,145.026,4
spotify:track:3j6CeoBBlm40Msn1JE1SPD,"HOT TO GO!","The Rise and Fall of a Midwest Princess","Chappell Roan",2023-09-21,184841,83,false,teage03,2025-05-04T19:49:32Z,"","Chappell Roan PS/ Island",0.742,0.757,6,-4.981,1,0.0421,0.0187,0,0.305,0.957,139.982,4
spotify:track:1DmW5Ep6ywYwxc2HMT5BG6,"Tattoo","Tattoo","Loreen",2023-02-25,183374,84,false,teage03,2023-05-18T06:38:16Z,"europop","Universal Music AB",0.545,0.779,3,-6.235,0,0.0751,0.243,0.00000166,0.123,0.303,150.002,4
spotify:track:1odExI7RdWc4BT515LTAwj,"Daylight","Daylight","David Kushner",2023-04-14,212953,48,false,teage03,2023-05-18T06:38:16Z,"","Miserable Music Group, LLC",0.508,0.43,2,-9.475,0,0.0335,0.83,0.000441,0.093,0.324,130.09,4
spotify:track:2L9N0zZnd37dwF0clgxMGI,"ceilings","five seconds flat","Lizzy McAlpine",2022-04-08,182887,83,false,teage03,2023-05-18T06:38:16Z,"","Harbour Artists & Music",0.516,0.322,9,-11.762,1,0.0292,0.473,0.00194,0.215,0.261,148.005,3
spotify:track:26b3oVLrRUaaybJulow9kz,"People","People","Libianca",2022-12-06,184791,81,false,teage03,2023-05-18T06:38:16Z,"afrobeats,afrobeat","5K Records Limited",0.573,0.422,10,-7.621,0,0.0678,0.551,0.0000131,0.102,0.693,124.357,5
spotify:track:3rb0tMq42WfggucPm0HHkA,"Bad Memories (feat. Elley Duhé & FAST BOY)","Bad Memories (feat. Elley Duhé & FAST BOY)","MEDUZA,James Carter,Elley Duhé,FAST BOY",2022-07-22,148629,76,false,teage03,2023-02-05T07:05:28Z,"","Universal-Island Records Ltd.",0.607,0.767,5,-6.069,0,0.0474,0.118,0,0.122,0.662,123.998,3
spotify:track:1R8bpZGAVUxeygsKfHnInQ,"Hits 2021 - Mashup","Hits 2021 (Mashup)","Trinix Remix,Trinix",2022-01-21,162650,2,false,teage03,2022-08-08T19:25:04Z,"","Trinix Remix",0.476,0.683,0,-8.815,0,0.154,0.195,0.0000873,0.075,0.456,123.916,4
spotify:track:2mKfhMfgP1zHwTEjN8wmhE,"Snap","Snap","Crystal Rock,Pule,Stephanie Schulte",2022-12-23,136386,31,false,teage03,2022-12-23T02:10:01Z,"slap house","My.Cover.Music",0.642,0.903,0,-7.457,1,0.0785,0.0101,0.000203,0.366,0.46,119.001,4
spotify:track:1xzi1Jcr7mEi9K2RfzLOqS,"CUFF IT","RENAISSANCE","Beyoncé",2022-07-29,225388,80,true,teage03,2022-10-02T21:27:30Z,"","Parkwood Entertainment/Columbia",0.78,0.689,7,-5.668,1,0.141,0.0368,0.00000969,0.0698,0.642,115.042,4
spotify:track:4LRPiXqCikLlN15c3yImP7,"As It Was","As It Was","Harry Styles",2022-03-31,167303,19,false,teage03,2022-04-05T20:41:18Z,"","Columbia",0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,4
spotify:track:7uOra32XyDS82JodNLhrto,"I'm Good (Blue)","I'm Good (Blue)","Crystal Rock,Pule,Stephanie Schulte",2022-10-21,168691,58,true,teage03,2022-10-22T05:23:05Z,"slap house","My.Cover.Music",0.581,0.886,7,-4.237,0,0.0461,0.00125,0.00000625,0.285,0.359,128.075,4
spotify:track:1X0g348KgMfbW1HzbuLKj5,"Hold On To Now","Hold On To Now","Kylie Minogue",2023-11-02,237866,41,false,teage03,2024-08-10T09:03:14Z,"dance pop","BMG Rights Management (UK) Ltd.",0.532,0.86,11,-6.458,0,0.0592,0.0598,0.0000938,0.151,0.411,120.004,4
spotify:track:5ri4zqtWhG07hIuNNDWP76,"Fly Away","Fly Away","Tones And I",2020-11-13,178156,68,false,teage03,2021-02-22T21:02:33Z,"","Elektra (NEK)",0.806,0.513,4,-6.208,1,0.0685,0.217,0,0.217,0.503,124.988,4
spotify:track:4C6Uex2ILwJi9sZXRdmqXp,"Super Freaky Girl","Super Freaky Girl","Nicki Minaj",2022-08-12,170977,72,true,teage03,2022-10-02T21:27:30Z,"","Republic Records",0.95,0.891,2,-2.653,1,0.241,0.0645,0.0000177,0.309,0.912,133.01,4
spotify:track:39JofJHEtg8I4fSyo7Imft,"B.O.T.A. (Baddest Of Them All) - Edit","B.O.T.A. (Baddest Of Them All)","Eliza Rose,Interplanetary Criminal",2022-08-12,226626,76,false,teage03,2022-10-02T21:27:30Z,"house,uk garage,breakbeat","Warner Records",0.733,0.921,0,-7.077,1,0.0446,0.161,0.662,0.122,0.729,136.996,4
spotify:track:07VcTAooOBP8hIluuUS5xr,"Heavy Metal Love","Heavy Metal Love","twocolors",2022-07-08,132000,68,false,teage03,2022-10-22T05:23:05Z,"","Virgin",0.768,0.767,5,-8.06,0,0.0358,0.194,0,0.121,0.457,125.029,4
spotify:track:5IgjP7X4th6nMNDh4akUHb,"Under The Influence","Indigo (Extended)","Chris Brown",2019-10-04,184613,87,true,teage03,2022-10-02T21:27:30Z,"r&b","Chris Brown Entertainment/RCA Records",0.755,0.562,9,-8.947,0,0.0355,0.0186,0.000231,0.18,0.368,116.931,4
spotify:track:2JgciX6HkDVwRAU8e8VmR6,"Miss You","Miss You","southstar",2022-05-09,206896,0,false,teage03,2022-10-02T21:27:30Z,"hypertechno,techno","recordJet",0.657,0.579,9,-12.364,1,0.0462,0.166,0.000774,0.186,0.239,144.964,4
spotify:track:3pPN20syOYvbUuEiBpbenI,"Million Dollar Baby","Million Dollar Baby","Ava Max",2022-09-01,184294,4,false,teage03,2022-10-02T21:27:30Z,"","Atlantic Records",0.667,0.858,2,-2.268,0,0.0926,0.0367,0.0000147,0.325,0.641,133.039,4
spotify:track:4pt5fDVTg5GhEvEtlz9dKk,"I WANNA BE YOUR SLAVE","Teatro d'ira - Vol. I","Måneskin",2021-03-19,173346,85,true,teage03,2021-08-04T07:23:09Z,"","RCA Records Label",0.75,0.608,1,-4.008,1,0.0387,0.00165,0,0.178,0.958,132.507,4
spotify:track:1r9xUipOqoNwggBpENDsvJ,"Enemy (with JID) - from the series Arcane League of Legends","Enemy (with JID) [from the series Arcane League of Legends]","Imagine Dragons,JID,Arcane,League of Legends",2021-10-28,173381,78,false,teage03,2022-03-12T13:11:11Z,"","KIDinaKORNER/Interscope Records",0.728,0.783,11,-4.424,0,0.266,0.237,0,0.434,0.555,77.011,4
spotify:track:7BTwRzjCkjMJUEMmXvGPAR,"Paro","SOS (Chapitre 1)","Nej",2021-06-18,204695,64,false,teage03,2022-08-08T18:44:20Z,"french r&b,moroccan pop","Miel Noir",0.592,0.605,0,-6.159,0,0.0432,0.342,0.00012,0.103,0.419,81.98,4
spotify:track:2Xr1dTzJee307rmrkt8c0g,"love nwantiti (ah ah ah)","CKay The First","CKay",2019-08-30,145800,80,true,teage03,2021-09-19T12:54:21Z,"afrobeats,afrobeat,afro r&b,afropop","Chocolate City Music",0.727,0.739,8,-3.805,1,0.0411,0.365,0.00137,0.161,0.533,93.005,4
spotify:track:5JBtWpLoGO62gb5vax505b,"Dopamine (feat. EYLR)","Exotica","Purple Disco Machine,EYLR",2021-10-15,216091,63,false,teage03,2021-12-02T20:47:41Z,"disco house,nu disco,funky house,house","Columbia Local",0.689,0.797,11,-5.604,0,0.128,0.0537,0,0.212,0.855,117.982,4
spotify:track:558h4smLhMmOrY1IWdQrjZ,"Tick Tock","Tick Tock","KALUMA,Blaikz,5V3N",2022-05-27,167592,22,false,teage03,2022-06-07T17:41:26Z,"slap house","My.Cover.Music",0.761,0.729,9,-4.94,0,0.121,0.158,0.0000132,0.182,0.489,108.037,4
spotify:track:3lDSWvR0FXWGXo7mhDUs3v,"Bam Bam (feat. Ed Sheeran)","Familia","Camila Cabello,Ed Sheeran",2022-04-08,206070,65,false,teage03,2022-04-15T16:59:23Z,"soft pop","Epic",0.756,0.697,8,-6.377,1,0.0401,0.182,0,0.333,0.956,94.996,4
spotify:track:7FNpV3fwwrn8hABd9T9m05,"Afraid To Feel","Afraid To Feel","LF SYSTEM",2022-07-08,177524,25,false,teage03,2022-07-31T06:06:16Z,"","Warner Records",0.578,0.912,1,-3.929,1,0.114,0.0166,0.00362,0.273,0.68,127.87,4
spotify:track:36orMWv2PgvnzXsd5CJ0yL,"Post Malone (feat. RANI)","Post Malone (feat. RANI) [Joe Stone Remix]","Sam Feldt,RANI",2019-08-16,174444,66,false,teage03,2021-01-03T17:14:41Z,"tropical house","Spinnin' Remixes",0.59,0.642,7,-3.87,1,0.122,0.0771,0,0.105,0.651,107.356,4
spotify:track:6ptkTAxW5MA46vb92JfN1s,"The Way","Some Days","Dennis Lloyd",2021-07-02,151893,49,false,teage03,2021-08-04T07:23:09Z,"","Arista Records",0.765,0.535,11,-6.204,0,0.048,0.00698,0.00000398,0.0784,0.482,112.983,4
spotify:track:3sa06xVNmLLYIxdNNmVQN8,"Where Did You Go? (feat. MNEK)","Where Did You Go (feat. MNEK)","Jax Jones,MNEK",2022-02-04,177689,76,false,teage03,2022-04-03T18:17:32Z,"","Polydor Records",0.763,0.782,7,-4.541,0,0.0346,0.182,0.00000708,0.293,0.502,127.034,4
spotify:track:4wosxLl0mAqhneDzya2MfY,"Head & Heart (feat. MNEK)","Head & Heart (feat. MNEK)","Joel Corry,MNEK",2020-07-03,166028,61,false,teage03,2021-01-03T17:14:41Z,"dance pop","Universal Music Australia Pty. Ltd.",0.732,0.874,8,-3.158,1,0.0662,0.168,0.0000117,0.0489,0.905,122.961,4
spotify:track:45bE4HXI0AwGZXfZtMp8JR,"you broke me first","you broke me first","Tate McRae",2020-04-17,169265,9,true,teage03,2021-01-03T17:14:41Z,"","RCA Records Label",0.667,0.373,4,-9.389,1,0.05,0.785,0,0.0906,0.0823,124.148,4
spotify:track:2LBqCSwhJGcFQeTHMVGwy3,"Die For You","Starboy","The Weeknd",2016-11-24,260253,88,false,teage03,2022-11-20T16:58:00Z,"","Universal Republic Records",0.586,0.525,1,-7.163,0,0.0615,0.111,0,0.134,0.508,133.629,4
